Year,Month,Day,Hour,Min,Sec,Msec,P02S ECG,P02S G1,P02S G2,P02S G3
2018,11,27,18,5,46,877,261.2886428833008,,,
2018,11,27,18,5,46,881,260.9710693359375,6193.0,8036.0,4294967208.0
2018,11,27,18,5,46,885,261.3201141357422,,,
2018,11,27,18,5,46,889,261.3487243652344,,,
2018,11,27,18,5,46,893,261.43455505371094,,,
2018,11,27,18,5,46,897,261.2743377685547,,,
2018,11,27,18,5,46,901,261.6548538208008,6174.0,7996.0,4294967149.0
2018,11,27,18,5,46,905,262.09259033203125,,,
2018,11,27,18,5,46,909,262.2642517089844,,,
2018,11,27,18,5,46,913,261.80076599121094,,,
2018,11,27,18,5,46,916,261.70921325683594,,,
2018,11,27,18,5,46,920,261.54613494873047,6232.0,8016.0,4294967228.0
2018,11,27,18,5,46,924,261.58618927001953,,,
2018,11,27,18,5,46,928,261.4316940307617,,,
2018,11,27,18,5,46,932,261.2485885620117,,,
2018,11,27,18,5,46,936,261.199951171875,,,
2018,11,27,18,5,46,940,261.1112594604492,6174.0,7879.0,4294967267.0
2018,11,27,18,5,46,944,260.833740234375,,,
2018,11,27,18,5,46,948,260.5104446411133,,,
2018,11,27,18,5,46,952,260.59627532958984,,,
2018,11,27,18,5,46,956,260.467529296875,,,
2018,11,27,18,5,46,959,260.44464111328125,6232.0,7977.0,4294967247.0
2018,11,27,18,5,46,963,260.5104446411133,,,
2018,11,27,18,5,46,967,260.45894622802734,,,
2018,11,27,18,5,46,971,260.31017303466797,,,
2018,11,27,18,5,46,975,260.21289825439453,,,
2018,11,27,18,5,46,979,260.0669860839844,6193.0,8075.0,4294967228.0
2018,11,27,18,5,46,983,260.2672576904297,,,
2018,11,27,18,5,46,987,260.2100372314453,,,
2018,11,27,18,5,46,991,260.3874206542969,,,
2018,11,27,18,5,46,995,260.1757049560547,,,
2018,11,27,18,5,46,999,260.1499557495117,6232.0,8075.0,4294967267.0
2018,11,27,18,5,47,2,260.0584030151367,,,
2018,11,27,18,5,47,6,260.1327896118164,,,
2018,11,27,18,5,47,10,260.0126266479492,,,
2018,11,27,18,5,47,14,259.85240936279297,,,
2018,11,27,18,5,47,18,259.6092224121094,6252.0,7957.0,4294967247.0
2018,11,27,18,5,47,22,260.2100372314453,,,
2018,11,27,18,5,47,26,261.90662384033203,,,
2018,11,27,18,5,47,30,263.23413848876953,,,
2018,11,27,18,5,47,34,265.20538330078125,,,
2018,11,27,18,5,47,38,269.84596252441406,6252.0,8055.0,4294967189.0
2018,11,27,18,5,47,41,276.19171142578125,,,
2018,11,27,18,5,47,45,281.77642822265625,,,
2018,11,27,18,5,47,49,280.03978729248047,,,
2018,11,27,18,5,47,53,273.30780029296875,,,
2018,11,27,18,5,47,57,270.25794982910156,6291.0,7918.0,4294967208.0
2018,11,27,18,5,47,61,266.7961120605469,,,
2018,11,27,18,5,47,65,258.26168060302734,,,
2018,11,27,18,5,47,69,258.5792541503906,,,
2018,11,27,18,5,47,73,261.31725311279297,,,
2018,11,27,18,5,47,77,262.2184753417969,6174.0,7957.0,4294967287.0
2018,11,27,18,5,47,81,262.3615264892578,,,
2018,11,27,18,5,47,84,261.7950439453125,,,
2018,11,27,18,5,47,88,261.34586334228516,,,
2018,11,27,18,5,47,92,261.17992401123047,,,
2018,11,27,18,5,47,96,261.1513137817383,6193.0,8094.0,4294966953.0
2018,11,27,18,5,47,100,260.9996795654297,,,
2018,11,27,18,5,47,104,260.9853744506836,,,
2018,11,27,18,5,47,108,261.01112365722656,,,
2018,11,27,18,5,47,112,261.02256774902344,,,
2018,11,27,18,5,47,116,261.02256774902344,6193.0,8075.0,4294967267.0
2018,11,27,18,5,47,120,260.9395980834961,,,
2018,11,27,18,5,47,124,260.67066192626953,,,
2018,11,27,18,5,47,127,260.94818115234375,,,
2018,11,27,18,5,47,131,261.04259490966797,,,
2018,11,27,18,5,47,135,260.90240478515625,6213.0,7977.0,9.0
2018,11,27,18,5,47,139,260.6992721557617,,,
2018,11,27,18,5,47,143,260.32447814941406,,,
2018,11,27,18,5,47,147,260.6391906738281,,,
2018,11,27,18,5,47,151,260.8966827392578,,,
2018,11,27,18,5,47,155,261.0054016113281,6193.0,7957.0,4294967267.0
2018,11,27,18,5,47,159,261.01112365722656,,,
2018,11,27,18,5,47,163,261.2428665161133,,,
2018,11,27,18,5,47,166,261.3401412963867,,,
2018,11,27,18,5,47,170,261.40308380126953,,,
2018,11,27,18,5,47,174,261.52896881103516,6193.0,8036.0,4294967208.0
2018,11,27,18,5,47,178,261.4316940307617,,,
2018,11,27,18,5,47,182,261.4774703979492,,,
2018,11,27,18,5,47,186,261.81507110595703,,,
2018,11,27,18,5,47,190,261.9180679321289,,,
2018,11,27,18,5,47,194,262.0096206665039,6232.0,7996.0,4294967267.0
2018,11,27,18,5,47,198,262.1011734008789,,,
2018,11,27,18,5,47,202,262.15553283691406,,,
2018,11,27,18,5,47,206,262.23278045654297,,,
2018,11,27,18,5,47,209,262.36724853515625,,,
2018,11,27,18,5,47,213,262.41302490234375,6252.0,7938.0,4294967208.0
2018,11,27,18,5,47,217,262.57896423339844,,,
2018,11,27,18,5,47,221,262.51888275146484,,,
2018,11,27,18,5,47,225,262.7077102661133,,,
2018,11,27,18,5,47,229,262.7992630004883,,,
2018,11,27,18,5,47,233,262.78209686279297,6232.0,7996.0,4294967267.0
2018,11,27,18,5,47,237,262.68482208251953,,,
2018,11,27,18,5,47,241,262.57896423339844,,,
2018,11,27,18,5,47,245,262.51888275146484,,,
2018,11,27,18,5,47,249,262.664794921875,,,
2018,11,27,18,5,47,252,262.56465911865234,6174.0,7996.0,4294967208.0
2018,11,27,18,5,47,256,262.27283477783203,,,
2018,11,27,18,5,47,260,262.0811462402344,,,
2018,11,27,18,5,47,264,261.9609832763672,,,
2018,11,27,18,5,47,268,261.7607116699219,,,
2018,11,27,18,5,47,272,261.39163970947266,6154.0,7996.0,4294967169.0
2018,11,27,18,5,47,276,261.0912322998047,,,
2018,11,27,18,5,47,280,260.9224319458008,,,
2018,11,27,18,5,47,284,260.8022689819336,,,
2018,11,27,18,5,47,288,260.76507568359375,,,
2018,11,27,18,5,47,291,260.62488555908203,6252.0,7996.0,4294967228.0
2018,11,27,18,5,47,295,260.4103088378906,,,
2018,11,27,18,5,47,299,260.19859313964844,,,
2018,11,27,18,5,47,303,260.02979278564453,,,
2018,11,27,18,5,47,307,260.2100372314453,,,
2018,11,27,18,5,47,311,260.12134552001953,,,
2018,11,27,18,5,47,315,260.0727081298828,,,
2018,11,27,18,5,47,319,259.9210739135742,,,
2018,11,27,18,5,47,323,259.88101959228516,,,
2018,11,27,18,5,47,327,259.84668731689453,,,
2018,11,27,18,5,47,331,259.54627990722656,,,
2018,11,27,18,5,47,334,259.66930389404297,,,
2018,11,27,18,5,47,338,259.57489013671875,,,
2018,11,27,18,5,47,342,259.52911376953125,,,
2018,11,27,18,5,47,346,259.50050354003906,,,
2018,11,27,18,5,47,350,259.3059539794922,7957.0,4294967189.0,6311.0
2018,11,27,18,5,47,354,259.33170318603516,,,
2018,11,27,18,5,47,358,259.2029571533203,,,
2018,11,27,18,5,47,362,259.18006896972656,,,
2018,11,27,18,5,47,366,259.3116760253906,,,
2018,11,27,18,5,47,370,259.3574523925781,7918.0,4294967149.0,6154.0
2018,11,27,18,5,47,374,259.2744827270508,,,
2018,11,27,18,5,47,377,259.16290283203125,,,
2018,11,27,18,5,47,381,259.24015045166016,,,
2018,11,27,18,5,47,385,259.36317443847656,,,
2018,11,27,18,5,47,389,259.34886932373047,8055.0,4294967247.0,6213.0
2018,11,27,18,5,47,393,259.2287063598633,,,
2018,11,27,18,5,47,397,259.4003677368164,,,
2018,11,27,18,5,47,401,259.3832015991211,,,
2018,11,27,18,5,47,405,259.5348358154297,,,
2018,11,27,18,5,47,409,259.4633102416992,7996.0,4294967169.0,6213.0
2018,11,27,18,5,47,413,259.5376968383789,,,
2018,11,27,18,5,47,416,259.4432830810547,,,
2018,11,27,18,5,47,420,259.3545913696289,,,
2018,11,27,18,5,47,424,259.4175338745117,,,
2018,11,27,18,5,47,428,259.58919525146484,7996.0,4294967247.0,6272.0
2018,11,27,18,5,47,432,259.36031341552734,,,
2018,11,27,18,5,47,436,259.185791015625,,,
2018,11,27,18,5,47,440,259.25731658935547,,,
2018,11,27,18,5,47,444,259.19437408447266,,,
2018,11,27,18,5,47,448,259.2430114746094,7996.0,4294967247.0,6213.0
2018,11,27,18,5,47,452,259.13143157958984,,,
2018,11,27,18,5,47,456,258.9225769042969,,,
2018,11,27,18,5,47,459,258.8653564453125,,,
2018,11,27,18,5,47,463,259.1543197631836,,,
2018,11,27,18,5,47,467,258.91685485839844,7996.0,4294967189.0,6232.0
2018,11,27,18,5,47,471,258.79669189453125,,,
2018,11,27,18,5,47,475,258.6851119995117,,,
2018,11,27,18,5,47,479,258.5592269897461,,,
2018,11,27,18,5,47,483,258.6250305175781,,,
2018,11,27,18,5,47,487,258.56781005859375,8036.0,4294967110.0,6154.0
2018,11,27,18,5,47,491,258.53919982910156,,,
2018,11,27,18,5,47,495,258.27598571777344,,,
2018,11,27,18,5,47,499,258.2674026489258,,,
2018,11,27,18,5,47,502,258.26454162597656,,,
2018,11,27,18,5,47,506,258.2988739013672,8055.0,4294967189.0,6105.0
2018,11,27,18,5,47,510,258.19873809814453,,,
2018,11,27,18,5,47,514,257.74097442626953,,,
2018,11,27,18,5,47,518,258.00132751464844,,,
2018,11,27,18,5,47,522,257.9841613769531,,,
2018,11,27,18,5,47,526,257.8582763671875,7977.0,4294967208.0,6154.0
2018,11,27,18,5,47,530,257.5521469116211,,,
2018,11,27,18,5,47,534,257.45201110839844,,,
2018,11,27,18,5,47,538,257.537841796875,,,
2018,11,27,18,5,47,541,257.4291229248047,,,
2018,11,27,18,5,47,545,257.52925872802734,7957.0,4294967287.0,6291.0
2018,11,27,18,5,47,549,257.6007843017578,,,
2018,11,27,18,5,47,553,257.42626190185547,,,
2018,11,27,18,5,47,557,257.354736328125,,,
2018,11,27,18,5,47,561,257.3375701904297,,,
2018,11,27,18,5,47,565,257.28893280029297,7938.0,4294967208.0,6252.0
2018,11,27,18,5,47,569,257.27176666259766,,,
2018,11,27,18,5,47,573,257.1287155151367,,,
2018,11,27,18,5,47,577,257.1401596069336,,,
2018,11,27,18,5,47,581,257.1430206298828,,,
2018,11,27,18,5,47,584,257.13157653808594,7957.0,4294967169.0,6193.0
2018,11,27,18,5,47,588,256.84261322021484,,,
2018,11,27,18,5,47,592,256.99710845947266,,,
2018,11,27,18,5,47,596,256.8855285644531,,,
2018,11,27,18,5,47,600,256.89697265625,,,
2018,11,27,18,5,47,604,257.00855255126953,7918.0,4294967228.0,6174.0
2018,11,27,18,5,47,608,257.01141357421875,,,
2018,11,27,18,5,47,612,257.0772171020508,,,
2018,11,27,18,5,47,616,256.9742202758789,,,
2018,11,27,18,5,47,620,256.8798065185547,,,
2018,11,27,18,5,47,624,256.8826675415039,7977.0,4294967247.0,6232.0
2018,11,27,18,5,47,627,256.9856643676758,,,
2018,11,27,18,5,47,631,256.8368911743164,,,
2018,11,27,18,5,47,635,256.75392150878906,,,
2018,11,27,18,5,47,639,256.73389434814453,,,
2018,11,27,18,5,47,643,256.7310333251953,7938.0,0.0,6252.0
2018,11,27,18,5,47,647,256.78253173828125,,,
2018,11,27,18,5,47,651,256.6680908203125,,,
2018,11,27,18,5,47,655,256.5021514892578,,,
2018,11,27,18,5,47,659,256.43348693847656,,,
2018,11,27,18,5,47,663,256.4420700073242,8016.0,4294967228.0,6232.0
2018,11,27,18,5,47,666,256.5135955810547,,,
2018,11,27,18,5,47,670,256.5479278564453,,,
2018,11,27,18,5,47,674,256.3648223876953,,,
2018,11,27,18,5,47,678,256.3333511352539,,,
2018,11,27,18,5,47,682,256.4249038696289,7898.0,4294967208.0,6174.0
2018,11,27,18,5,47,686,256.44493103027344,,,
2018,11,27,18,5,47,690,256.4420700073242,,,
2018,11,27,18,5,47,694,256.21891021728516,,,
2018,11,27,18,5,47,698,256.2875747680664,,,
2018,11,27,18,5,47,702,256.3018798828125,8016.0,4294967228.0,6213.0
2018,11,27,18,5,47,706,256.28185272216797,,,
2018,11,27,18,5,47,709,256.4105987548828,,,
2018,11,27,18,5,47,713,256.44779205322266,,,
2018,11,27,18,5,47,717,256.32476806640625,,,
2018,11,27,18,5,47,721,256.4821243286133,7996.0,4294967149.0,6213.0
2018,11,27,18,5,47,725,256.5650939941406,,,
2018,11,27,18,5,47,729,256.73961639404297,,,
2018,11,27,18,5,47,733,256.73389434814453,,,
2018,11,27,18,5,47,737,256.5879821777344,,,
2018,11,27,18,5,47,741,256.7138671875,8016.0,4294967208.0,6213.0
2018,11,27,18,5,47,745,257.1115493774414,,,
2018,11,27,18,5,47,749,257.43770599365234,,,
2018,11,27,18,5,47,752,257.080078125,,,
2018,11,27,18,5,47,756,256.96849822998047,,,
2018,11,27,18,5,47,760,256.87122344970703,7996.0,4294967208.0,6213.0
2018,11,27,18,5,47,764,256.8225860595703,,,
2018,11,27,18,5,47,768,256.6566467285156,,,
2018,11,27,18,5,47,772,256.41918182373047,,,
2018,11,27,18,5,47,776,256.34193420410156,,,
2018,11,27,18,5,47,780,256.3819885253906,7996.0,4294967189.0,6193.0
2018,11,27,18,5,47,784,256.0873031616211,,,
2018,11,27,18,5,47,788,255.84125518798828,,,
2018,11,27,18,5,47,791,255.80692291259766,,,
2018,11,27,18,5,47,795,255.78975677490234,,,
2018,11,27,18,5,47,799,255.71823120117188,7996.0,9.0,6213.0
2018,11,27,18,5,47,803,255.75828552246094,,,
2018,11,27,18,5,47,807,255.8298110961914,,,
2018,11,27,18,5,47,811,255.7382583618164,,,
2018,11,27,18,5,47,815,255.5866241455078,,,
2018,11,27,18,5,47,819,255.44071197509766,7957.0,4294967228.0,6115.0
2018,11,27,18,5,47,823,255.48648834228516,,,
2018,11,27,18,5,47,827,255.54370880126953,,,
2018,11,27,18,5,47,831,255.61809539794922,,,
2018,11,27,18,5,47,834,255.5065155029297,,,
2018,11,27,18,5,47,838,255.48934936523438,8016.0,4294967267.0,6213.0
2018,11,27,18,5,47,842,255.50365447998047,,,
2018,11,27,18,5,47,846,255.7697296142578,,,
2018,11,27,18,5,47,850,255.93280792236328,,,
2018,11,27,18,5,47,854,255.77545166015625,,,
2018,11,27,18,5,47,858,255.42068481445312,8016.0,4294967287.0,6213.0
2018,11,27,18,5,47,862,255.52940368652344,,,
2018,11,27,18,5,47,866,256.9713592529297,,,
2018,11,27,18,5,47,870,258.4705352783203,,,
2018,11,27,18,5,47,874,259.5348358154297,,,
2018,11,27,18,5,47,877,263.2627487182617,8016.0,4294967169.0,6193.0
2018,11,27,18,5,47,881,269.0706253051758,,,
2018,11,27,18,5,47,885,275.4678726196289,,,
2018,11,27,18,5,47,889,277.2102355957031,,,
2018,11,27,18,5,47,893,271.4681625366211,,,
2018,11,27,18,5,47,897,266.74747467041016,7996.0,9.0,6272.0
2018,11,27,18,5,47,901,264.88494873046875,,,
2018,11,27,18,5,47,905,256.43062591552734,,,
2018,11,27,18,5,47,909,253.2176971435547,,,
2018,11,27,18,5,47,913,255.4035186767578,,,
2018,11,27,18,5,47,916,257.10010528564453,7938.0,4294967130.0,6232.0
2018,11,27,18,5,47,920,257.7066421508789,,,
2018,11,27,18,5,47,924,257.4605941772461,,,
2018,11,27,18,5,47,928,256.76822662353516,,,
2018,11,27,18,5,47,932,256.4706802368164,,,
2018,11,27,18,5,47,936,256.4735412597656,7938.0,9.0,6213.0
2018,11,27,18,5,47,940,256.32190704345703,,,
2018,11,27,18,5,47,944,256.37054443359375,,,
2018,11,27,18,5,47,948,256.37054443359375,,,
2018,11,27,18,5,47,952,256.3762664794922,,,
2018,11,27,18,5,47,956,256.28185272216797,8114.0,4294967012.0,6232.0
2018,11,27,18,5,47,959,256.23035430908203,,,
2018,11,27,18,5,47,963,256.3333511352539,,,
2018,11,27,18,5,47,967,256.39915466308594,,,
2018,11,27,18,5,47,971,256.32762908935547,,,
2018,11,27,18,5,47,975,256.3505172729492,8055.0,4294967287.0,6193.0
2018,11,27,18,5,47,979,256.35337829589844,,,
2018,11,27,18,5,47,983,256.40201568603516,,,
2018,11,27,18,5,47,987,256.61373138427734,,,
2018,11,27,18,5,47,991,256.6995620727539,,,
2018,11,27,18,5,47,995,256.4821243286133,7918.0,9.0,6174.0
2018,11,27,18,5,47,999,256.78253173828125,,,
2018,11,27,18,5,48,2,256.9599151611328,,,
2018,11,27,18,5,48,6,257.0199966430664,,,
2018,11,27,18,5,48,10,257.0972442626953,,,
2018,11,27,18,5,48,14,257.0629119873047,7957.0,4294967267.0,6252.0
2018,11,27,18,5,48,18,257.0915222167969,,,
2018,11,27,18,5,48,22,257.2145462036133,,,
2018,11,27,18,5,48,26,257.34901428222656,,,
2018,11,27,18,5,48,30,257.51209259033203,,,
2018,11,27,18,5,48,34,257.57789611816406,8055.0,4294967149.0,6330.0
2018,11,27,18,5,48,38,257.87830352783203,,,
2018,11,27,18,5,48,41,258.2244873046875,,,
2018,11,27,18,5,48,45,258.3503723144531,,,
2018,11,27,18,5,48,49,258.3045959472656,,,
2018,11,27,18,5,48,53,258.2988739013672,7957.0,4294967110.0,6213.0
2018,11,27,18,5,48,57,258.32176208496094,,,
2018,11,27,18,5,48,61,258.4390640258789,,,
2018,11,27,18,5,48,65,258.5763931274414,,,
2018,11,27,18,5,48,69,258.66222381591797,,,
2018,11,27,18,5,48,73,258.63075256347656,7957.0,4294967169.0,6232.0
2018,11,27,18,5,48,77,258.4848403930664,,,
2018,11,27,18,5,48,81,258.453369140625,,,
2018,11,27,18,5,48,84,258.35323333740234,,,
2018,11,27,18,5,48,88,258.4648132324219,,,
2018,11,27,18,5,48,92,258.34178924560547,7918.0,4294967228.0,6252.0
2018,11,27,18,5,48,96,258.1043243408203,,,
2018,11,27,18,5,48,100,257.99560546875,,,
2018,11,27,18,5,48,104,257.5263977050781,,,
2018,11,27,18,5,48,108,257.55786895751953,,,
2018,11,27,18,5,48,112,257.3890686035156,7977.0,4294967267.0,6232.0
2018,11,27,18,5,48,116,257.1086883544922,,,
2018,11,27,18,5,48,120,256.91699981689453,,,
2018,11,27,18,5,48,124,256.6537857055664,,,
2018,11,27,18,5,48,127,256.6194534301758,,,
2018,11,27,18,5,48,131,256.38771057128906,8016.0,4294967189.0,6174.0
2018,11,27,18,5,48,135,256.1988830566406,,,
2018,11,27,18,5,48,139,256.05010986328125,,,
2018,11,27,18,5,48,143,255.8755874633789,,,
2018,11,27,18,5,48,147,255.90133666992188,,,
2018,11,27,18,5,48,151,255.79833984375,8036.0,4294967189.0,6213.0
2018,11,27,18,5,48,155,255.6324005126953,,,
2018,11,27,18,5,48,159,255.51509857177734,,,
2018,11,27,18,5,48,163,255.523681640625,,,
2018,11,27,18,5,48,166,255.64098358154297,,,
2018,11,27,18,5,48,170,255.5379867553711,8036.0,4294967169.0,6232.0
2018,11,27,18,5,48,174,255.35202026367188,,,
2018,11,27,18,5,48,178,255.10025024414062,,,
2018,11,27,18,5,48,182,255.0373077392578,,,
2018,11,27,18,5,48,186,254.91714477539062,,,
2018,11,27,18,5,48,190,254.98294830322266,8016.0,4294967247.0,6252.0
2018,11,27,18,5,48,194,254.7769546508789,,,
2018,11,27,18,5,48,198,254.57382202148438,,,
2018,11,27,18,5,48,202,254.51087951660156,,,
2018,11,27,18,5,48,206,254.56809997558594,,,
2018,11,27,18,5,48,209,254.6224594116211,7879.0,4294967208.0,6154.0
2018,11,27,18,5,48,213,254.60529327392578,,,
2018,11,27,18,5,48,217,254.61959838867188,,,
2018,11,27,18,5,48,221,254.7168731689453,,,
2018,11,27,18,5,48,225,254.81128692626953,,,
